gene_symbol,gse30528_external_mapping_status,gse30528_direction_concordant,gse30528_external_fdr_bh_145_family,gse30528_external_fdr_lt_0_05,gse30528_hedges_g,gse30529_disjoint_mapping_status,gse30529_disjoint_direction_concordant,gse30529_disjoint_fdr_bh_145_family,gse30529_disjoint_fdr_lt_0_05,gse30529_disjoint_hedges_g,significance_switch_class,display_color_code
C8G,MAPPED_TESTED,True,0.0674794682394143,False,1.1160612790691553,MAPPED_TESTED,False,0.17396647763761802,False,-0.826986752789473,NEITHER,GRAY
C9,MAPPED_TESTED,False,1.0,False,0.0016557081415916,MAPPED_TESTED,False,0.16289776616020069,False,-0.8615884177535726,NEITHER,GRAY
CA9,MAPPED_TESTED,False,0.8235381655459539,False,-0.1719086357428356,MAPPED_TESTED,False,0.02167866624453177,True,-2.102183463312855,GSE30529_DISJOINT_ONLY,BLUE
CCL18,MAPPED_TESTED,False,0.1746485492779732,False,1.0086408382333,MAPPED_TESTED,False,0.3535440751068144,False,0.9209220966872725,NEITHER,GRAY
CCL2,MAPPED_TESTED,True,0.1903116502539113,False,0.8337421372468541,MAPPED_TESTED,True,0.001761131726093153,True,3.4781826312844886,GSE30529_DISJOINT_ONLY,BLUE
CCL20,MAPPED_TESTED,False,0.9569106580680724,False,0.0605309768154479,MAPPED_TESTED,False,0.21947342769760045,False,0.9751224933853677,NEITHER,GRAY
CCL5,MAPPED_TESTED,True,0.0252215186026411,True,1.5572549366501356,MAPPED_TESTED,True,0.17841094736548818,False,1.5048154487213368,GSE30528_ONLY,RED
CCL7,MAPPED_TESTED,False,0.9124854081488492,False,-0.1034206212512299,MAPPED_TESTED,False,0.07839026512607661,False,-1.3758791035120366,NEITHER,GRAY
CCL8,MAPPED_TESTED,True,0.116502804197857,False,0.9757004209236652,MAPPED_TESTED,True,0.651039157016786,False,0.358487373596073,NEITHER,GRAY
CCR2,MAPPED_TESTED,True,0.0472386904191044,True,1.4421580117060475,MAPPED_TESTED,True,0.08220551910062801,False,2.549317740717759,GSE30528_ONLY,RED
CCR5,MAPPED_TESTED,True,0.0275653540818797,True,1.7052733688788817,MAPPED_TESTED,True,0.4237377520247522,False,0.7505882588430576,GSE30528_ONLY,RED
CD34,MAPPED_TESTED,False,0.4543600659714335,False,-0.3959369973261809,MAPPED_TESTED,True,0.13802392444499556,False,1.2410592955935438,NEITHER,GRAY
CFB,MAPPED_TESTED,True,0.00407822773414,True,1.9254051262022795,MAPPED_TESTED,False,0.02167866624453177,True,-2.1184056971536394,BOTH,PURPLE
CFD,MAPPED_TESTED,True,0.0933338188874558,False,1.0171379830137932,MAPPED_TESTED,True,0.4011962214964916,False,0.7395301232256767,NEITHER,GRAY
CFH,MAPPED_TESTED,False,0.2808338459207273,False,-0.653942240565657,MAPPED_TESTED,True,0.11415252917044791,False,1.6065635102210185,NEITHER,GRAY
CFI,MAPPED_TESTED,False,0.2346686649921211,False,0.8139902726539727,MAPPED_TESTED,False,0.1096933843166692,False,1.0858833831528503,NEITHER,GRAY
CFP,MAPPED_TESTED,True,0.8135517507676182,False,0.1912021249018359,MAPPED_TESTED,False,0.47003568159773773,False,-0.5255609859662576,NEITHER,GRAY
COL1A1,MAPPED_TESTED,True,0.0082969969270867,True,2.1097048478718863,MAPPED_TESTED,True,0.3446654977270436,False,0.9804731477374106,GSE30528_ONLY,RED
COL1A2,MAPPED_TESTED,True,0.0079843705762345,True,2.224604424410564,MAPPED_TESTED,True,0.10052814457521271,False,1.9847516378410213,GSE30528_ONLY,RED
COL3A1,MAPPED_TESTED,False,0.258618196793109,False,0.736469170354028,MAPPED_TESTED,False,0.07436560961154137,False,2.70624792289196,NEITHER,GRAY
COL4A1,MAPPED_TESTED,True,0.7119287371465789,False,0.2378117773011565,MAPPED_TESTED,True,0.061380843427955245,False,2.8430225968778684,NEITHER,GRAY
COL4A2,MAPPED_TESTED,False,0.532195378520472,False,-0.3692051848510574,MAPPED_TESTED,True,0.21402881950700411,False,1.2267298973793328,NEITHER,GRAY
CR1,MAPPED_TESTED,True,0.7277002630478194,False,-0.2399238467210867,MAPPED_TESTED,False,0.21620252898494724,False,1.2568901295479,NEITHER,GRAY
CSF1,MAPPED_TESTED,True,0.0456449465148765,True,1.4890106620504968,MAPPED_TESTED,False,0.11796611549866715,False,-1.031614885256797,GSE30528_ONLY,RED
CSF1R,MAPPED_TESTED,True,0.0079843705762345,True,2.1109763527950585,MAPPED_TESTED,True,0.23955374757139392,False,1.1526301167167385,GSE30528_ONLY,RED
CTGF,MAPPED_TESTED,True,0.0082969969270867,True,-2.090827824605708,MAPPED_TESTED,False,0.1096933843166692,False,1.0502136168205267,GSE30528_ONLY,RED
CX3CR1,MAPPED_TESTED,True,0.2639549559949274,False,0.6760629177023297,MAPPED_TESTED,True,0.07532687965237467,False,2.3446339336996,NEITHER,GRAY
CXCL1,MAPPED_TESTED,True,0.2808338459207273,False,0.6487773748910931,MAPPED_TESTED,True,0.11787951311664074,False,1.6650419912664323,NEITHER,GRAY
CXCL10,MAPPED_TESTED,False,0.977228678736234,False,-0.033996222392319,MAPPED_TESTED,True,0.3446654977270436,False,0.9730698104279782,NEITHER,GRAY
CXCL11,MAPPED_TESTED,False,0.9362703613592548,False,0.0811812297142543,MAPPED_TESTED,False,0.32041204157289205,False,1.0467852799897368,NEITHER,GRAY
CXCL2,MAPPED_TESTED,True,0.535083172000681,False,-0.3506608285386605,MAPPED_TESTED,True,1.0,False,-0.04263787464194178,NEITHER,GRAY
CXCL3,MAPPED_TESTED,False,0.1595056901121331,False,1.0043277383862397,MAPPED_TESTED,True,1.0,False,-0.025004933706215038,NEITHER,GRAY
CXCL8,MAPPED_TESTED,False,0.9550304488739518,False,0.0640725535397545,MAPPED_TESTED,False,0.4843507198125351,False,0.6670060625655914,NEITHER,GRAY
CXCL9,MAPPED_TESTED,False,0.532195378520472,False,0.3893289004641225,MAPPED_TESTED,False,0.2636434333868005,False,1.1572334562048536,NEITHER,GRAY
DCN,MAPPED_TESTED,True,0.0034149028102179,True,-2.177091637474276,MAPPED_TESTED,False,0.1348568659197384,False,1.244623858848799,GSE30528_ONLY,RED
EDN1,MAPPED_TESTED,True,0.0002861119959285,True,2.717744578515514,MAPPED_TESTED,True,0.6229966382047725,False,0.44965274230185387,GSE30528_ONLY,RED
EMCN,MAPPED_TESTED,True,0.0031210152458563,True,-2.054648572358295,MAPPED_TESTED,False,0.1096933843166692,False,1.261047008192897,GSE30528_ONLY,RED
ENG,MAPPED_TESTED,True,0.2346686649921211,False,-0.6367801529257868,MAPPED_TESTED,False,0.460083852369113,False,0.6848885082683103,NEITHER,GRAY
ENO1,MAPPED_TESTED,True,0.0640380655859803,False,1.1477720448728232,MAPPED_TESTED,True,0.3053731660019464,False,0.7913778521683413,NEITHER,GRAY
EPAS1,MAPPED_TESTED,True,0.070244853187205,False,-0.9121718345282028,MAPPED_TESTED,True,0.02167866624453177,True,-2.11940051634022,GSE30529_DISJOINT_ONLY,BLUE
ESAM,NOT_MAPPED,False,1.0,False,,NOT_MAPPED,,1.0,False,,NEITHER,GRAY
F10,MAPPED_TESTED,True,0.535083172000681,False,0.4278535883652593,MAPPED_TESTED,False,0.02543895286128931,True,-2.1664826975251352,GSE30529_DISJOINT_ONLY,BLUE
F11,MAPPED_TESTED,True,0.4573758475970764,False,-0.4316680825703484,MAPPED_TESTED,True,0.034694760381213746,True,-2.788930763858814,GSE30529_DISJOINT_ONLY,BLUE
F12,MAPPED_TESTED,False,0.0354241505153163,True,1.667632628834449,MAPPED_TESTED,True,0.9372764455538731,False,-0.1195508425552064,GSE30528_ONLY,RED
F13A1,MAPPED_TESTED,True,0.3426730074842246,False,0.6404840374309367,MAPPED_TESTED,True,0.1800559635079613,False,1.0508989200769203,NEITHER,GRAY
F2,MAPPED_TESTED,False,0.7765056529843587,False,0.2207636285267387,MAPPED_TESTED,False,0.10895367612931493,False,-1.5198550893939322,NEITHER,GRAY
F3,MAPPED_TESTED,True,0.0111390502264052,True,-2.2518698241820734,MAPPED_TESTED,False,0.4011962214964916,False,0.5613229104556844,GSE30528_ONLY,RED
F5,MAPPED_TESTED,True,0.0003478763690884,True,-2.641753245885944,MAPPED_TESTED,False,0.3752441134346715,False,0.8047347249531636,GSE30528_ONLY,RED
F7,MAPPED_TESTED,False,0.1595056901121331,False,0.7711035958481034,MAPPED_TESTED,True,0.14825181207366275,False,-0.9397987826969727,NEITHER,GRAY
F8,MAPPED_TESTED,True,0.2055512963294652,False,-0.6935694011253806,MAPPED_TESTED,True,0.8687520077285471,False,-0.1510105598176002,NEITHER,GRAY
FGA,MAPPED_TESTED,False,0.9937076457947688,False,-0.0260983318430687,MAPPED_TESTED,True,0.8997275846141116,False,0.16901884260878208,NEITHER,GRAY
FGB,MAPPED_TESTED,True,0.4042129029150523,False,0.4917857226510445,MAPPED_TESTED,True,0.7555514530763728,False,0.2708443588472505,NEITHER,GRAY
FGF2,MAPPED_TESTED,True,0.3581190231357227,False,0.6340254039484303,MAPPED_TESTED,True,0.12416340656073857,False,1.4625988028905577,NEITHER,GRAY
FGG,MAPPED_TESTED,True,0.1926565707413856,False,0.9776702335105776,MAPPED_TESTED,True,0.488347215100709,False,0.6818677420259552,NEITHER,GRAY
FLT1,MAPPED_TESTED,True,0.00407822773414,True,-1.764394614700592,MAPPED_TESTED,True,0.3053731660019464,False,-0.756717491126555,GSE30528_ONLY,RED
FN1,MAPPED_TESTED,True,0.4022494589253101,False,0.5534212271861605,MAPPED_TESTED,True,0.016634039938718145,True,3.393770089617221,GSE30529_DISJOINT_ONLY,BLUE
HIF1A,MAPPED_TESTED,True,0.1374114244539091,False,0.9605862760198396,MAPPED_TESTED,True,0.04607962594461808,True,1.5231357555634124,GSE30529_DISJOINT_ONLY,BLUE
ICAM1,MAPPED_TESTED,True,0.9101313078999402,False,0.1008861368764367,MAPPED_TESTED,True,0.08554451036749577,False,1.9685582097994763,NEITHER,GRAY
ID1,MAPPED_TESTED,True,0.2808338459207273,False,-0.6713017042547846,MAPPED_TESTED,False,0.5472629147064314,False,0.41235383588562824,NEITHER,GRAY
ITGAL,MAPPED_TESTED,True,0.0351111357660265,True,1.4333012952293496,MAPPED_TESTED,True,0.713620478513357,False,0.35862907106304875,GSE30528_ONLY,RED
ITGAM,MAPPED_TESTED,True,0.0681897778714168,False,1.275508058746909,MAPPED_TESTED,True,0.08220551910062801,False,2.471257347079562,NEITHER,GRAY
ITGB2,MAPPED_TESTED,True,0.0111390502264052,True,1.8071161559428155,MAPPED_TESTED,True,0.10052814457521271,False,2.1419514260981356,GSE30528_ONLY,RED
JAM3,MAPPED_TESTED,False,0.0028074579354846,True,-2.436263861382979,MAPPED_TESTED,True,0.21402881950700411,False,0.9776845005946396,GSE30528_ONLY,RED
KDR,MAPPED_TESTED,True,0.0162416806446563,True,-1.348410806513232,MAPPED_TESTED,False,0.03684741086426519,True,1.6660307133514407,BOTH,PURPLE
LAMB1,MAPPED_TESTED,True,0.2808338459207273,False,0.7395386909896146,MAPPED_TESTED,True,0.04607962594461808,True,2.127563294326817,GSE30529_DISJOINT_ONLY,BLUE
LAMC1,MAPPED_TESTED,True,0.1374114244539091,False,0.9822006510640064,MAPPED_TESTED,True,0.1728627819758804,False,1.1167799295300243,NEITHER,GRAY
LDHA,MAPPED_TESTED,True,0.3858266920075429,False,0.5423773812549707,MAPPED_TESTED,True,0.11479612714725039,False,1.0142946105706228,NEITHER,GRAY
LGALS3,MAPPED_TESTED,True,0.1072395899503971,False,1.0532525114202749,MAPPED_TESTED,True,0.10052814457521271,False,1.111301281791638,NEITHER,GRAY
LOX,MAPPED_TESTED,True,0.6280718492204025,False,-0.3264604060234775,MAPPED_TESTED,False,0.20729220926795963,False,1.1674638589381232,NEITHER,GRAY
LOXL2,MAPPED_TESTED,True,0.8135517507676182,False,0.1994477671889017,MAPPED_TESTED,True,0.08721081637703336,False,1.8810605789436314,NEITHER,GRAY
LUM,MAPPED_TESTED,True,0.0045594570136173,True,1.9695671225388351,MAPPED_TESTED,True,0.04024503311833633,True,1.7510812891502754,BOTH,PURPLE
MMP14,MAPPED_TESTED,True,0.2578510659894459,False,0.7939373111783624,MAPPED_TESTED,False,0.1800559635079613,False,-0.926265793262752,NEITHER,GRAY
MMP2,MAPPED_TESTED,True,0.0112922023950596,True,1.8363575768979763,MAPPED_TESTED,True,0.3535440751068144,False,0.8764193261244215,GSE30528_ONLY,RED
MMP3,MAPPED_TESTED,True,0.1072395899503971,False,1.1763322257757476,MAPPED_TESTED,True,0.5599341164060472,False,0.5137665675842766,NEITHER,GRAY
MMP7,MAPPED_TESTED,True,0.0278352921597477,True,1.649317232784598,MAPPED_TESTED,True,0.0318325494889958,True,3.2747877438200073,BOTH,PURPLE
MMP9,MAPPED_TESTED,True,0.4128920381191565,False,0.5731452787442459,MAPPED_TESTED,True,0.61130412924034,False,0.49935259631196605,NEITHER,GRAY
PDGFA,MAPPED_TESTED,True,0.2284614066500028,False,-0.7330120065204737,MAPPED_TESTED,True,0.9602752991931428,False,-0.09678983805721157,NEITHER,GRAY
PDGFB,MAPPED_TESTED,True,0.07965159719174,False,1.2050621419979903,MAPPED_TESTED,False,0.11479612714725039,False,-1.0110145155252679,NEITHER,GRAY
PDGFRB,MAPPED_TESTED,False,0.00407822773414,True,-1.8082460262778173,MAPPED_TESTED,False,0.4843507198125351,False,0.6025891685759658,GSE30528_ONLY,RED
PDK1,MAPPED_TESTED,True,0.2548832605762697,False,0.7337205038697449,MAPPED_TESTED,True,0.9602752991931428,False,0.10843989657403458,NEITHER,GRAY
PECAM1,MAPPED_TESTED,False,0.6051167808512958,False,-0.2853082537949854,MAPPED_TESTED,True,0.0674237051758295,False,2.256540435956537,NEITHER,GRAY
PGK1,MAPPED_TESTED,False,0.7277002630478194,False,0.2604429795729779,MAPPED_TESTED,False,0.09989249257822914,False,1.4804875571463108,NEITHER,GRAY
PLAT,MAPPED_TESTED,True,0.0111390502264052,True,-1.562204723516003,MAPPED_TESTED,False,0.05024451397569051,False,1.9745320434178406,GSE30528_ONLY,RED
PLAU,MAPPED_TESTED,True,0.305426081859905,False,0.5712797603007926,MAPPED_TESTED,True,0.6265106813694602,False,0.367676212041222,NEITHER,GRAY
PLG,MAPPED_TESTED,True,0.8235381655459539,False,-0.181900302792023,MAPPED_TESTED,True,0.8106093311347109,False,-0.2289881520007794,NEITHER,GRAY
PLVAP,MAPPED_TESTED,True,0.1595056901121331,False,0.8778327681900774,MAPPED_TESTED,False,1.0,False,-0.010380799435028204,NEITHER,GRAY
PROC,MAPPED_TESTED,True,0.673457896471842,False,-0.2824291306077404,MAPPED_TESTED,True,0.06381333134454077,False,-1.5452777518219778,NEITHER,GRAY
PROS1,MAPPED_TESTED,True,0.808172006275053,False,0.2030205321349653,MAPPED_TESTED,True,0.10052814457521271,False,1.1469696108874388,NEITHER,GRAY
RAMP2,MAPPED_TESTED,True,0.1103128665473843,False,-0.8644080515003119,MAPPED_TESTED,True,0.10895367612931493,False,-1.3295597253038534,NEITHER,GRAY
ROBO4,MAPPED_TESTED,True,0.9486310444910302,False,-0.0839244988880157,MAPPED_TESTED,True,0.03684741086426519,True,-2.228279423703714,GSE30529_DISJOINT_ONLY,BLUE
SELE,MAPPED_TESTED,True,0.3016160378866662,False,0.6443553017551872,MAPPED_TESTED,True,0.21947342769760045,False,1.2217069673251761,NEITHER,GRAY
SELL,MAPPED_TESTED,False,0.1746485492779732,False,0.9325438815595124,MAPPED_TESTED,False,0.11479612714725039,False,1.8980185057520866,NEITHER,GRAY
SELP,MAPPED_TESTED,True,0.9550304488739518,False,-0.0578917557299841,MAPPED_TESTED,False,0.17328837589994292,False,1.5149214770571318,NEITHER,GRAY
SERPINC1,MAPPED_TESTED,False,0.9753531396471624,False,0.0486221440480773,MAPPED_TESTED,True,0.3535440751068144,False,-0.6161754800669286,NEITHER,GRAY
SERPINE1,MAPPED_TESTED,False,0.6535532922322459,False,-0.2534528189739795,MAPPED_TESTED,False,0.4983096213810292,False,-0.39165017207626546,NEITHER,GRAY
SERPING1,MAPPED_TESTED,True,0.5439289098026409,False,-0.3984881222266051,MAPPED_TESTED,False,0.07532687965237467,False,2.2872626288979445,NEITHER,GRAY
SKI,MAPPED_TESTED,False,0.1595056901121331,False,-0.8293525991649994,MAPPED_TESTED,True,0.6554175722390249,False,0.41100556255611803,NEITHER,GRAY
SKIL,MAPPED_TESTED,False,0.2808338459207273,False,-0.5406521708438704,MAPPED_TESTED,False,0.46600711865269534,False,-0.44020215631773346,NEITHER,GRAY
SLC2A1,MAPPED_TESTED,False,0.2808338459207273,False,0.6154224167991555,MAPPED_TESTED,False,1.0,False,0.020251685591445724,NEITHER,GRAY
SMAD2,MAPPED_TESTED,False,0.102584643154706,False,-1.0488118033153109,MAPPED_TESTED,True,0.034694760381213746,True,1.9538310203816662,GSE30529_DISJOINT_ONLY,BLUE
SMAD3,MAPPED_TESTED,True,0.1072395899503971,False,1.0252705818661785,MAPPED_TESTED,False,0.10895367612931493,False,-1.124760168978835,NEITHER,GRAY
SMAD4,MAPPED_TESTED,False,0.7157307662101621,False,-0.2708792796619606,MAPPED_TESTED,True,0.19154839371634555,False,1.235398823537744,NEITHER,GRAY
SMAD7,MAPPED_TESTED,True,0.2808338459207273,False,-0.6065339777325836,MAPPED_TESTED,False,0.21620252898494724,False,0.7516831488884793,NEITHER,GRAY
SPARC,MAPPED_TESTED,False,0.2808338459207273,False,-0.7569626005304091,MAPPED_TESTED,True,0.015820035824444616,True,3.2594770003185602,GSE30529_DISJOINT_ONLY,BLUE
SPP1,MAPPED_TESTED,True,0.0278352921597477,True,1.681211148764283,MAPPED_TESTED,True,0.06306106260043597,False,1.393344591643785,GSE30528_ONLY,RED
TEK,MAPPED_TESTED,False,0.0456449465148765,True,-1.0489733742484966,MAPPED_TESTED,False,0.03684741086426519,True,-1.809459964686104,BOTH,PURPLE
TFPI,MAPPED_TESTED,True,0.2441310518779834,False,-0.6848585784909564,MAPPED_TESTED,False,0.6778327851983857,False,0.28451506270419397,NEITHER,GRAY
TGFB1,MAPPED_TESTED,True,0.4543600659714335,False,0.4888015507309987,MAPPED_TESTED,False,1.0,False,-0.026282470132776677,NEITHER,GRAY
TGFB2,MAPPED_TESTED,True,0.4783792558659138,False,0.447592762731469,MAPPED_TESTED,True,0.10485818942150837,False,2.0995078970328738,NEITHER,GRAY
TGFB3,MAPPED_TESTED,True,0.7723506093889345,False,0.2379759938729498,MAPPED_TESTED,False,1.0,False,-0.05199313192108599,NEITHER,GRAY
TGFBR1,MAPPED_TESTED,True,0.0861793788124511,False,1.05851025183942,MAPPED_TESTED,True,1.0,False,0.0173338613969482,NEITHER,GRAY
TGFBR2,MAPPED_TESTED,True,0.0163160145124498,True,-1.346349333047674,MAPPED_TESTED,True,0.02543895286128931,True,-2.074485024854738,BOTH,PURPLE
THBD,MAPPED_TESTED,False,0.3881221423357429,False,-0.4286149957691795,MAPPED_TESTED,True,0.016634039938718145,True,2.4571622069703514,GSE30529_DISJOINT_ONLY,BLUE
THBS1,MAPPED_TESTED,False,0.3858266920075429,False,0.5935071020133793,MAPPED_TESTED,False,0.13525798467007588,False,0.9958663161837803,NEITHER,GRAY
TIMP1,MAPPED_TESTED,False,0.2441310518779834,False,-0.690942821080792,MAPPED_TESTED,True,0.09881289010965301,False,2.1584421068099475,NEITHER,GRAY
TIMP2,MAPPED_TESTED,False,0.0045985441325562,True,-1.8390423456372744,MAPPED_TESTED,False,0.4929241841147714,False,0.6285659960598977,GSE30528_ONLY,RED
VCAM1,MAPPED_TESTED,True,0.0580446760610883,False,1.1080840486910402,MAPPED_TESTED,True,0.0318325494889958,True,1.9239940306966936,GSE30529_DISJOINT_ONLY,BLUE
VEGFA,MAPPED_TESTED,True,0.0018551406128893,True,-1.9419375363079576,MAPPED_TESTED,True,0.0318325494889958,True,-2.2763906951205395,BOTH,PURPLE
VSIG4,MAPPED_TESTED,True,0.00407822773414,True,2.337648905881267,MAPPED_TESTED,True,0.09863452221878247,False,1.7051356308326782,GSE30528_ONLY,RED
VWF,MAPPED_TESTED,True,0.0412830955044447,True,1.621668411820418,MAPPED_TESTED,True,0.13525798467007588,False,1.7474963361219635,GSE30528_ONLY,RED
