uid,accession,title,summary,organism,entry_type,gds_type,platform_ids,publication_date,n_samples,pubmed_ids,bioproject,ftp_link,matched_queries,priority_screen,priority_reason,final_decision,final_exclusion_reason
200192889,GSE192889,Upregulation of FGF13 promotes type 2 diabetic nephropathy by modulating glomerular endothelial mitochondrial homeostasis,"Studies of diabetic glomerular injury raise the possibility of developing useful early biomarkers and therapeutic approaches for the treatment of type 2 diabetic nephropathy (T2DN). In this study, it is found that FGF13 expression is induced in glomerular endothelial cells (GECs) during T2DN progression, and endothelial-specific deletion of Fgf13 potentially alleviates T2DN damage. Fgf13 deficiency restores the expression of Parkin both in the cytosolic, mitochondrial, and nuclear fractions under diabetic conditions, resulting in improved mitochondrial homeostasis and endothelial barrier integrity due to promotion of mitophagy and inhibition of apoptosis. Additionally, it is confirmed that the beneficial effects of Fgf13 deficiency on T2DN are abolished by endothelial-specific double deletion of Fgf13 and Prkn. The effects of Fgf13 deficiency on mitophagy and apoptosis via Parkin-dependent regulation may be distinct and separable events under diabetic conditions. These data show that the bifunctional role of Fgf13 deficiency in promoting mitophagy and inhibiting apoptosis through Parkin can shape mitochondrial homeostasis regulation in GECs and T2DN progression. Acting as a potential biomarker and therapeutic target for prevention and control of T2DN, mechanistically understanding of the biofunction of FGF13 may also be of relevance to the pathogenesis of other FGF13- and Parkin-associated diseases.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2024/12/11,9,,PRJNA793680,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE192nnn/GSE192889/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200199838,GSE199838,RNAs sequencing revealing the gene expression profiling in kidney tissues between diabetic kidney disease and control,"Diabetic kidney disease (DKD), a progressive kidney disease, is a major complication associated with diabetes and has become the leading cause of chronic kidney disease in China. Increasing evidences have demonstrated that lncRNAs play vital roles in kidney diseases, including DKD. To search for new ncRNAs involved in DKD, we performed gene expression profiling in the kidney tissues isolated from DKD patients and non-diabetic renal cancer patients undergoing surgical resection by RNA sequencing. And we identified 65 DEncRNAs (29 upregulated and 36 downregulated in DKD) and 171 DEmRNAs (72 upregulated and 99 downregulated in DKD).This study will provide insights into the prevent and treatment of DKD in the future.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,21290,2023/02/22,6,36792603,PRJNA821679,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199838/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200021785,GSE21785,Systematic analysis of a human renal transcript dataset,"Glomerular diseases account for the majority of cases with chronic renal failure. Several genes have been identified with key relevance for glomerular function. Quite a few of these genes show a specific or preferential mRNA expression in the renal glomerulus. To identify additional candidate genes involved in glomerular function in humans we generated a human renal glomerulus-specific transcript dataset (GTD) by comparing gene expression profiles from human glomeruli and tubulointerstitium obtained from six transplant living donors using Affymetrix HG-U133A arrays. This analysis resulted in 677 genes with prominent overrepresentation in the glomerulus. Genes with ‘a prior’i established known prominent glomerular expression served for validation and were all found in the novel expression library (e.g. CDKN1, DAG1, DDN, EHD3, MYH9, NES, NPHS1, NPHS2, PDPN, PLA2R1, PLCE1, PODXL, PTPRO, SYNPO, TCF21, TJP1, WT1). The mRNA expression for several novel glomerulus-enriched genes identified in REGGEL was validated by qRT-PCR. Gene ontology and pathway analysis identified biological processes previously not reported to be of relevance in glomeruli including among others axon guidance. This finding was further validated by assessing the expression of the axon guidance molecules neuritin (NRN1) and roundabout receptor ROBO1 and -2. Glomerular disease associated differential mRNA regulation of ROBO2 was found in diabetic nephropathy.  In summary, using a comparative strategy on microdissected nephrons novel transcripts with predominant expression in the human glomerulus could be identified.  A systematic analysis of this glomerulus-specifc gene expression library allows the detection of target molecules and biological processes involved in glomerular biology and renal disease.",Homo sapiens,GSE,Expression profiling by array,96,2010/07/19,12,20634963,PRJNA127311,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21785/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200220226,GSE220226,Transcriptomic analysis of glomerular endothelial cells and podocytes exposed to methylglyoxal in co-culture,"In diabetic nephropathy (DN), glomerular endothelial cells (GECs) and podocytes undergo pathological alterations, which are influenced by metabolic changes characteristic of diabetes, including hyperglycaemia (HG) and elevated methylglyoxal (MGO) levels. However, it remains insufficiently understood what effects these metabolic factors have on GEC and podocytes and to what extent the interactions between the two cell types can modulate these effects. To address these questions, we established a co-culture system in which GECs and podocytes were grown together in close proximity, and assessed transcriptional changes in each cell type after exposure to HG and MGO. We found that HG and MGO had distinct effects on gene expression and that the effect of each treatment was markedly different between GECs and podocytes. HG treatment led to upregulation of “immediate early response” genes, particularly those of the EGR family, as well as genes involved in inflammatory responses (in GECs) or DNA replication/cell cycle (in podocytes). Interestingly, both HG and MGO led to downregulation of genes related to extracellular matrix organisation in podocytes. Crucially, the transcriptional responses of GECs and podocytes were dependent on their interaction with each other, as many of the prominently regulated genes in co-culture of the two cell types were not significantly changed when monocultures of the cells were exposed to the same stimuli. Finally, the changes in the expression of selected genes were validated in BTBR ob/ob mice, an established model of DN. This work highlights the molecular alterations in GECs and podocytes in response to the key diabetic metabolic triggers HG and MGO, as well as the central role of GEC-podocyte crosstalk in governing these responses.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,23227,2023/11/09,16,37863933,PRJNA909259,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE220nnn/GSE220226/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200220227,GSE220227,Transcriptomic analysis of glomerular endothelial cells exposed to high glucose in co-culture with podocytes,"In diabetic nephropathy (DN), glomerular endothelial cells (GECs) and podocytes undergo pathological alterations, which are influenced by metabolic changes characteristic of diabetes, including hyperglycaemia (HG) and elevated methylglyoxal (MGO) levels. However, it remains insufficiently understood what effects these metabolic factors have on GEC and podocytes and to what extent the interactions between the two cell types can modulate these effects. To address these questions, we established a co-culture system in which GECs and podocytes were grown together in close proximity, and assessed transcriptional changes in each cell type after exposure to HG and MGO. We found that HG and MGO had distinct effects on gene expression and that the effect of each treatment was markedly different between GECs and podocytes. HG treatment led to upregulation of “immediate early response” genes, particularly those of the EGR family, as well as genes involved in inflammatory responses (in GECs) or DNA replication/cell cycle (in podocytes). Interestingly, both HG and MGO led to downregulation of genes related to extracellular matrix organisation in podocytes. Crucially, the transcriptional responses of GECs and podocytes were dependent on their interaction with each other, as many of the prominently regulated genes in co-culture of the two cell types were not significantly changed when monocultures of the cells were exposed to the same stimuli. Finally, the changes in the expression of selected genes were validated in BTBR ob/ob mice, an established model of DN. This work highlights the molecular alterations in GECs and podocytes in response to the key diabetic metabolic triggers HG and MGO, as well as the central role of GEC-podocyte crosstalk in governing these responses.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,23227,2023/11/09,12,37863933,PRJNA909261,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE220nnn/GSE220227/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200220228,GSE220228,Transcriptomic analysis of podocytes exposed to high glucose in co-culture with glomerular endothelial cells,"In diabetic nephropathy (DN), glomerular endothelial cells (GECs) and podocytes undergo pathological alterations, which are influenced by metabolic changes characteristic of diabetes, including hyperglycaemia (HG) and elevated methylglyoxal (MGO) levels. However, it remains insufficiently understood what effects these metabolic factors have on GEC and podocytes and to what extent the interactions between the two cell types can modulate these effects. To address these questions, we established a co-culture system in which GECs and podocytes were grown together in close proximity, and assessed transcriptional changes in each cell type after exposure to HG and MGO. We found that HG and MGO had distinct effects on gene expression and that the effect of each treatment was markedly different between GECs and podocytes. HG treatment led to upregulation of “immediate early response” genes, particularly those of the EGR family, as well as genes involved in inflammatory responses (in GECs) or DNA replication/cell cycle (in podocytes). Interestingly, both HG and MGO led to downregulation of genes related to extracellular matrix organisation in podocytes. Crucially, the transcriptional responses of GECs and podocytes were dependent on their interaction with each other, as many of the prominently regulated genes in co-culture of the two cell types were not significantly changed when monocultures of the cells were exposed to the same stimuli. Finally, the changes in the expression of selected genes were validated in BTBR ob/ob mice, an established model of DN. This work highlights the molecular alterations in GECs and podocytes in response to the key diabetic metabolic triggers HG and MGO, as well as the central role of GEC-podocyte crosstalk in governing these responses.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,23227,2023/11/09,12,37863933,PRJNA909260,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE220nnn/GSE220228/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200226224,GSE226224,Human Podocytes Develop “Names” to Practice Self-Avoidance,"Podocyte effacement and loss characterizes glomerulopathies such as diabetic nephropathy, lupus, and glomerular toxicity. Human primary podocyte-like epithelial cells cultured from urine (ECU) were characterized as a window to understand podocyte regeneration in these glomerulopathies. Cytokines TNF, and VEGF stimulated regrowth, whereas FGF-1 and IL1 inhibited growth, consistent with other podocyte or parietal epithelial cell models. Review of published micrographs indicated that podocyte foot processes in rodent kidneys interdigitated exclusively with foot processes from other cells, suggesting podocytes practice self-avoidance. In culture, ECU avoided close interactions with other cells arising from the same clone, until enough cells grew for the culture to become confluent. In contrast, ECU derived from multiple clones associated actively to form contiguous monolayers. Gene expression profiling of eight clonal ECU colonies using RNA sequencing revealed that each colony expressed a highly variable profile of the 53 Protocadherin genes. Variable combinations of the 53 Protocadherin PCDHA-, PCDHB-, and PCDHG- gene products are known to act homophilically to direct self-avoidance interactions in human neurons, so PCDH- genes are postulated to govern self-avoidance similarly in podocytes. Such protocadherin profiles could be considered cell names. Transcriptional profiles of ECUs suggest they may represent intermediate stages of Parietal Epithelial Cells (PECs) differentiating into podocytes. They further suggest that each podocyte practices self-avoidance, interdigitating selectively with other cells in the glomerulus. To enable further investigation of multi-clonal podocyte interactions, five podocyte clones were immortalized using temperature-sensitive SV40 Large T antigen.  These results suggest that non-self interdigitation of new podocytes with remnant podocytes may facilitate replacement of dying podocytes and re-establishment of a functional filtration barrier.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,16791,2024/02/24,8,,PRJNA939188,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226224/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200230848,GSE230848,Interferon-γ signaling in the progression from early to end stage kidney disease in type 2 diabetes,"The effects of circulating pro-inflammatory factors on diabetic kidney disease (DKD) progression remain poorly defined. In this study, transcriptional and proteomic profiling of kidney tissue and blood samples from individuals with type 2 diabetes mellitus and early DKD was used to identify gene expression associated with kidney disease progression.  Interferon gamma (IFNG) was both identified as an upstream regulator of gene expression and detected in the serum of individuals who progressed.  Individual IFNG activation scores (representing summary expression of 72 downstream signaling mediators) early in disease correlated with DKD progression over an average of 9.7 years.  IFNG pathway inhibition reduced gene activity associated with DKD progression in both kidney organoids generated from human pluripotent stem cells and mouse DKD models.  Thus, expression of genes associated with IFNG activity early in DKD predicted disease progression; individuals demonstrating IFNG activity may benefit from targeted therapeutics early in the disease course.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2024/05/13,12,38838223,PRJNA962837,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230848/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200255028,GSE255028,Endothelial Kallikrein-Related Peptidase 8 Promotes Diabetic Nephropathy via Reducing SDC4 Expression and Enhancing LIF Release,"The molecular mechanisms underlying diabetic nephropathy (DN) are poorly defined. We sought to investigate the roles of kallikrein-related peptidases (KLKs) in DN pathogenesis. Screening of renal tissue from diabetic mice revealed KLK8 as the most highly induced gene in KLK family. KLK8 expression was greater in glomerular endothelial cells (GECs) than other glomerular cells in DN patients and diabetic mice. The rats with KLK8 overexpression exhibited proteinuria, reduced glomerular filtration rate (GFR), and mesangial expansion, podocytopenia, glomerulosclerosis and interstitial fibrosis in renal tissues. In contrast, global KLK8 deficiency reversed streptozotocin-induced hallmark of DN features including proteinuria, reduced GFR, glomerular hypertrophy, glycocalyx loss in GECs, podocytopenia, leukocyte infiltration, glomerulosclerosis, and interstitial fibrosis in mice. Moreover, endothelial KLK8 ablation also blocked streptozotocin-induced hallmark of DN features. Mechanically, elevated KLK8 in GECs promoted endothelial hyperpermeability, glycocalyx injury, and monocyte recruitment and adhesion through downregulation and shedding of syndecan-4 (SDC4). KLK8 upregulation in GECs stimulated mesangial cell proliferation and activation via increasing leukemia inhibitory factor (LIF) release. Moreover, circulatory KLK8 levels correlated positively with LIF and SDC4 in diabetic nephropathy patients. Our study identifies KLK8 as a novel driver of DN development and progress and highlight potential therapeutic strategies targeting KLK8 for DN.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2024/12/31,9,,PRJNA1073260,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE255nnn/GSE255028/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200262793,GSE262793,Integrative transcriptome and proteome profiling of insulin-resistant kidney cell models and patient biopsies reveals common and cell-type-specific mechanisms underpinning Diabetic Kidney Disease,"Diabetic kidney disease (DKD) is the leading cause of end stage kidney failure worldwide. It is now clear that cellular insulin resistance is a major driver of this disease. Using established human conditionally immortalised podocytes (Pods), glomerular endothelial cells (GECs), mesangial cells (MCs), and proximal tubular cells (PTCs), we modelled both insulin sensitivity and insulin resistance and performed simultaneous transcriptomics and proteomics for integrated analysis. Our data was further compared with bulk- and single-cell transcriptomic kidney biopsy data from early- and advanced-stage DKD patient cohorts. We identified several consistent changes (individual genes, proteins, and molecular pathways) occurring across all insulin-resistant kidney cell types, which were replicated in human early- and/or advanced-stage DKD biopsies. These included the genes CTSS, NRBF2, C3, CXCL1, TFPI2 and PFKFB3, and pathways related to the inflammatory response, ER stress and glycoprotein metabolism. We further identified several cell-line-specific molecular changes occurring in response to insulin resistance, which were replicated in single-cell sequencing data from DKD, together with a selective reduction in mitochondrial function in Pods, MCs and PTC, but not GECs. This study provides a rich data resource to direct future studies in elucidating underlying kidney signalling pathways and potential therapeutic targets in DKD.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,20301,2024/04/02,80,39562547,PRJNA905899,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262793/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200265918,GSE265918,Effect of FGF9 on human renal tubular epithelial cells in high glucose culture,"Diabetic nephropathy is characterised by the accumulation of extracellular matrix in the glomerular tunica and tubular interstitium, which ultimately leads to excessive renal scarring and decreased excretory function. The main pathological changes of renal fibrosis are: glomerulosclerosis, tubulointerstitial fibrosis, infiltration of inflammatory mediators and activation of α-SMA-positive myofibroblasts. Among them, tubulointerstitial fibrosis is an important link in the development of end-stage renal disease (ESRD).Previous experiments verified that FGF9 expression was decreased in kidneys of STZ-induced diabetic mice and HK2 cells cultured with high glucose, while overexpression of FGF9 inhibited HK2 cell migration under high glucose. To investigate the role of FGF9 in tubulointerstitial fibrosis in diabetic nephropathy, we performed high-throughput sequencing of different subgroups of HK2 cells.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2025/11/13,12,40977522,PRJNA1104684,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE265nnn/GSE265918/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
