gene_symbol,focused_pathways,GSE142025_advanced_vs_control_effect_size_log_expression,GSE142025_advanced_vs_control_p_value,GSE142025_advanced_vs_control_fdr_bh,GSE142025_early_vs_control_effect_size_log_expression,GSE142025_early_vs_control_p_value,GSE142025_early_vs_control_fdr_bh,GSE142025_advanced_vs_early_effect_size_log_expression,GSE142025_advanced_vs_early_p_value,GSE142025_advanced_vs_early_fdr_bh,GSE142025_ordinal_trend_stage_slope_log_expression,GSE142025_ordinal_trend_p_value,GSE142025_ordinal_trend_fdr_bh,GSE96804_DKD_vs_control_effect_size_log_expression,GSE96804_DKD_vs_control_p_value,GSE96804_DKD_vs_control_fdr_bh,GSE166239_T2DN_vs_control_effect_size_log_expression,GSE166239_T2DN_vs_control_p_value,GSE166239_T2DN_vs_control_fdr_bh,GSE166239_T2DN_vs_HTN_effect_size_log_expression,GSE166239_T2DN_vs_HTN_p_value,GSE166239_T2DN_vs_HTN_fdr_bh,GSE166239_n_albuminuria,GSE166239_n_eGFR,GSE166239_n_proteinuria,GSE166239_spearman_rho_albuminuria,GSE166239_spearman_rho_eGFR,GSE166239_spearman_rho_proteinuria,GSE166239_p_value_albuminuria,GSE166239_p_value_eGFR,GSE166239_p_value_proteinuria,GSE166239_fdr_bh_within_trait_albuminuria,GSE166239_fdr_bh_within_trait_eGFR,GSE166239_fdr_bh_within_trait_proteinuria,validation_direction_consistent,prioritization_status,interpretation_note
KDR,ENDOTHELIAL_ACTIVATION,-0.7350253968253995,8.395597879283226e-07,7.409427753452679e-06,-0.3945611111111109,0.0457879871702936,0.1456833757201583,-0.3404642857142885,0.077630078798415,0.1414396823235252,-0.3654320512820489,5.363620338753164e-06,4.058260162078186e-05,-1.1793350000000018,1.3620576373483186e-06,1.431616249961971e-05,-0.6414116666666665,0.0070477517562411,0.0705304606049331,-0.3136616666666656,0.1313138358909756,0.6286540708540912,0.0,6.0,6.0,,-0.942857142857143,-0.8285714285714287,,0.004804664723032055,0.04156268221574334,,0.6124781341107864,0.27681015263248154,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C3AR1,COMPLEMENT_ACTIVATION,1.078205714285712,9.827800834646677e-07,8.365024324713542e-06,-0.4334516666666674,0.0092537952837726,0.0594875311744281,1.5116573809523794,1.0003982963777154e-10,1.0286195876675509e-07,0.6139147435897451,1.3587119014185815e-06,1.428809461571327e-05,0.5925024999999984,0.0333993906726546,0.070524721585584,1.4751833333333333,0.0034172849789332,0.0516703497599166,0.1578049999999997,0.6736757552207314,0.8472542082075762,0.0,6.0,6.0,,0.2571428571428572,-0.028571428571428574,,0.6227871720116618,0.9571545189504373,,0.9443887269193391,0.9571545189504373,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
FN1,ECM_REMODELING,1.4050063492063476,1.198882027019282e-06,9.695974174592483e-06,-0.0550388888888875,0.7671748117252555,0.8589538535137203,1.4600452380952351,8.05632482341815e-08,3.3846413066208822e-06,0.7607756410256421,1.893095008671932e-06,1.8243999738648235e-05,3.9115869390243914,1.844776360245064e-12,2.6748074674604546e-10,1.073878333333333,0.0010329898521745,0.0305980908057025,0.5099149999999995,0.0424104883948737,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
MMP2,ECM_REMODELING,1.2568952380952378,1.7383598139910425e-06,1.2986031328339924e-05,0.5114666666666654,0.0084949439307286,0.0571082243981655,0.7454285714285724,1.0162046774996316e-05,0.0001197629970745,0.6374461538461553,9.681855807838654e-09,5.231551205851936e-07,1.429013499999999,9.245807340109714e-10,3.5748874568537035e-08,0.7068950000000003,0.0025944372548942,0.0464796749482333,0.2636116666666668,0.1481865577572769,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.028571428571428574,,0.6227871720116618,0.9571545189504373,,0.9443887269193391,0.9571545189504373,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
COL4A1,ECM_REMODELING,1.0296904761904742,2.153954051142524e-06,1.5453608543124e-05,-0.2740000000000009,0.0335309556230942,0.1209883151436601,1.303690476190475,2.2318268510674564e-08,1.3794777259673418e-06,0.5755256410256434,3.331103145738543e-05,0.0001704029334719,0.7121019390243912,7.884170747306514e-05,0.0004331602092138,0.8622516666666673,0.0031436887866485,0.0506306999553373,0.4945999999999984,0.0479287128962635,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PLG,COAGULATION_CASCADE,-1.548252380952384,2.379096592950726e-06,1.6733531214356253e-05,-0.0840499999999995,0.6023508854953898,0.7430782100897227,-1.4642023809523843,2.283628333860224e-05,0.0002210680882294,-0.8272089743589722,3.852368337622453e-05,0.0001924839928623,-1.249418731707317,2.8041086939239775e-05,0.0001799833556976,-1.965865,0.10469354567436,0.23240690880416,-0.6330366666666674,0.5864600335644234,0.8053418856054473,0.0,6.0,6.0,,-0.8857142857142858,-0.48571428571428577,,0.01884548104956266,0.3287230320699709,,0.6124781341107864,0.6193332488274814,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
COL4A2,ECM_REMODELING,0.931736507936506,2.750993045981214e-06,1.8961216810708062e-05,-0.021677777777775,0.8398913737058871,0.9066745564692676,0.9534142857142812,2.2055949271571225e-06,3.855415832486352e-05,0.5033717948717971,3.369180845014014e-05,0.0001721458057088,0.5152114268292705,7.023607633676508e-06,5.667748165042061e-05,0.9769116666666644,0.0025948874218764,0.0464796749482333,0.649143333333333,0.0218762661083243,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C7,COMPLEMENT_ACTIVATION,1.2194698412698486,3.0216402407941915e-06,2.0554570173225095e-05,0.3428888888888881,0.091741746093766,0.2257480199239841,0.8765809523809605,0.0001004047885423,0.0006914851629351,0.6302615384615416,2.0431157880064507e-07,3.7150114905095055e-06,1.9749616829268284,1.5593480672216962e-05,0.0001106711450658,1.060828333333335,0.0126456521255475,0.0896511719916437,0.6738750000000007,0.097680280807107,0.6286540708540912,0.0,6.0,6.0,,0.14285714285714288,0.6,,0.7871720116618075,0.20799999999999982,,0.9443887269193391,0.45066666666666627,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C1QB,COMPLEMENT_ACTIVATION,1.7405238095238076,3.4097900033585526e-06,2.277124820354062e-05,0.0950933333333345,0.7342940446556067,0.8371338992063985,1.645430476190473,7.65528873694647e-06,9.643755598750088e-05,0.9298902564102584,1.6736021396028648e-07,3.249435657039099e-06,0.4324259634146346,0.0199721674778675,0.0458956066424755,1.5528499999999994,9.953520596021863e-07,0.0025497380361,0.5539883333333329,0.0333345964643731,0.6286540708540912,0.0,6.0,6.0,,0.028571428571428574,-0.028571428571428574,,0.9571545189504373,0.9571545189504373,,0.9571545189504373,0.9571545189504373,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
FGF2,FIBROSIS,0.701214603174602,6.844983063947849e-06,4.004676335982836e-05,0.0984855555555537,0.626974378567074,0.7610413073550462,0.6027290476190483,0.0155235802432176,0.0391059491744918,0.3700012820512824,1.391756664462858e-05,8.477251494638978e-05,0.2980810243902425,2.247785818212686e-05,0.0001498457631068,-0.0029483333333337,0.9936244726073478,0.995489402192798,-0.3216266666666674,0.3906745024943949,0.7014533190180599,0.0,6.0,6.0,,-0.028571428571428574,-0.7142857142857143,,0.9571545189504373,0.1107871720116617,,0.9571545189504373,0.3512763990613664,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
EMCN,ENDOTHELIAL_ACTIVATION,-0.812092063492063,9.806895505015328e-06,5.388931418697742e-05,-0.4938111111111105,0.0171734784623451,0.0830309173940566,-0.3182809523809524,0.0894459668734097,0.1578139489460724,-0.3992948717948695,1.194215813464135e-05,7.547653523170208e-05,-0.534860243902445,1.6320824632033156e-05,0.0001148244890674,-0.6073833333333329,0.0069401552408244,0.0700262403908383,-0.2173333333333333,0.3823186139790043,0.6963854323196016,0.0,6.0,6.0,,-0.2571428571428572,-0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
F13A1,COAGULATION_CASCADE,1.0962555555555529,1.1487831561045747e-05,6.130292227125747e-05,-0.0705611111111128,0.8217824161590626,0.8952442310823034,1.1668166666666655,0.0051016518197706,0.0158812542099426,0.5957192307692324,6.354284839503745e-06,4.62651171174546e-05,0.1284263292682919,0.6293760739690826,0.7252461876359814,0.422951666666667,0.1182873945841403,0.2482357680740216,0.2265233333333354,0.2223499410137264,0.632514348350108,0.0,6.0,6.0,,-0.4285714285714286,-0.08571428571428573,,0.3965014577259474,0.8717434402332361,,0.9443887269193391,0.9289069445108253,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C3,COMPLEMENT_ACTIVATION,2.5177228571428607,2.27654143261226e-05,0.0001079707740452,-0.2721700000000009,0.483637665559254,0.6463171572021046,2.7898928571428616,7.383182981318042e-11,1.0286195876675509e-07,1.3766330769230788,1.697335860533368e-07,3.2733245893989743e-06,1.964272902439025,6.079416597962715e-06,5.038853940246195e-05,1.4651283333333325,0.0117392066911279,0.0871547163432229,0.0872799999999989,0.8550387741636241,0.9382803260661527,0.0,6.0,6.0,,-0.14285714285714288,-0.028571428571428574,,0.7871720116618075,0.9571545189504373,,0.9443887269193391,0.9571545189504373,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CX3CR1,MACROPHAGE_RECRUITMENT,1.0105758730158758,2.715058921031629e-05,0.0001248070022474,-0.2323922222222219,0.2132980614005963,0.3863694485606626,1.2429680952380977,2.922105996585128e-07,8.568352788280248e-06,0.5620325641025656,3.383180161462161e-06,2.835765108019723e-05,0.3199789756097582,0.0506898757310723,0.0997524185802266,0.7875683333333332,0.0024330522216104,0.0451533124590727,0.1895983333333326,0.5539921748716974,0.7889612697310725,0.0,6.0,6.0,,0.2571428571428572,-0.08571428571428573,,0.6227871720116618,0.8717434402332361,,0.9443887269193391,0.9289069445108253,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C5,COMPLEMENT_ACTIVATION,-0.4554511111111097,7.057864938064661e-05,0.000277644902085,-0.3795027777777768,0.0409066945234062,0.1365649372441596,-0.0759483333333328,0.6402180067489083,0.7262256410065019,-0.2160503846153824,0.0010033053759682,0.002877135559957,-0.126474402439026,0.1221699589478084,0.2046935038104058,-1.1256900000000003,0.0265028832690712,0.1217235380158478,-0.7299666666666678,0.1228959221394781,0.6286540708540912,0.0,6.0,6.0,,-0.3142857142857143,-0.5428571428571429,,0.5440932944606414,0.26570262390670557,,0.9443887269193391,0.5079608986451724,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CR1,COMPLEMENT_ACTIVATION,-0.5342890476190458,7.256268118203836e-05,0.000284343113056,-0.4285250000000005,0.0293940701590213,0.1122895303562614,-0.1057640476190453,0.5464400557302558,0.6451033650026097,-0.2547306410256403,0.0010958949395365,0.0030986938861373,-1.544674634146341,1.674827436976417e-07,2.517137660928211e-06,-0.7518316666666669,0.0931570823875771,0.2188690965575626,-0.3715450000000002,0.4858820598830833,0.7513291801037623,0.0,6.0,6.0,,0.08571428571428573,0.4285714285714286,,0.8717434402332361,0.3965014577259474,,0.9443887269193391,0.6965566149239617,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
BNIP3,HYPOXIA,-0.473546031746034,9.09398566401624e-05,0.0003444169179298,0.0694111111111102,0.2029009374914213,0.3750253944473149,-0.5429571428571442,1.8471824469905585e-05,0.0001879226523779,-0.2603256410256391,0.0007725863599219,0.002301551910981,-0.7761152560975599,3.7883313647139825e-09,1.1110511576183297e-07,-0.570151666666666,0.0140766289827088,0.0933366150929173,-0.0456283333333322,0.8020485098554151,0.9127390340072448,0.0,6.0,6.0,,-0.48571428571428577,-0.8285714285714287,,0.3287230320699709,0.04156268221574334,,0.9443887269193391,0.27681015263248154,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ADAMTS5,ECM_REMODELING,0.6690539682539693,0.0001267276716964,0.0004589743623951,0.250594444444447,0.0881224274348713,0.2200563392840277,0.4184595238095223,0.0014922000441166,0.0059339211659468,0.3409833333333352,1.1942896439395274e-06,1.312954507473634e-05,1.0467926097561016,7.44547574927532e-06,5.940360351776313e-05,0.1796316666666673,0.380677167533748,0.5173644656544121,0.0148216666666654,0.9440431579045304,0.978849712897926,0.0,6.0,6.0,,0.2571428571428572,0.7142857142857143,,0.6227871720116618,0.1107871720116617,,0.9443887269193391,0.3512763990613664,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SPARC,FIBROSIS,0.4893507936507912,0.0001458957842058,0.0005149809490569,-0.3247444444444429,0.006901537219409,0.0513150644920409,0.8140952380952342,2.664896389153567e-07,8.052540036994077e-06,0.2884769230769255,0.0003991531326425,0.0013202402845422,0.0334743902439083,0.6307531680978988,0.7265375942797463,0.830096666666666,0.0417432573431382,0.1495412106307466,0.713305000000001,0.0748966430978322,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CSF1,MACROPHAGE_RECRUITMENT,0.605265238095237,0.0002037072916194,0.0006853821160543,-0.0482999999999993,0.7759613837418785,0.864398344041277,0.6535652380952364,0.0034312217713664,0.011558259889706,0.3296274358974376,0.000792940247388,0.0023548379313635,0.2488911707317092,0.0004981459183963,0.0020508850615591,1.2165983333333328,0.0005513667989722,0.0236498726384112,0.5206949999999999,0.0543952069303293,0.6286540708540912,0.0,6.0,6.0,,0.6,0.942857142857143,,0.20799999999999982,0.004804664723032055,,0.9443887269193391,0.20820213799805573,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SERPINC1,COAGULATION_CASCADE,-1.353373968253968,0.0003588423070661,0.0011040263853746,-0.1679644444444443,0.7369488878604167,0.8386727252423642,-1.1854095238095237,0.0363907069811799,0.0774943014075617,-0.7158194871794865,0.000306525723143,0.0010574245133038,-0.2580822195121968,0.0194323178769504,0.0448411162828588,-1.9089974666666665,0.079827988564163,0.2028324089813633,-1.0722124666666668,0.2702943307175031,0.6452901472445677,0.0,6.0,6.0,,-0.6,-0.3714285714285715,,0.20799999999999982,0.46847813411078715,,0.9443887269193391,0.7427092370049064,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
TGFB1,TGF_BETA_SIGNALING,0.6565365079365044,0.0004354233350226,0.0013005178455926,-0.2082777777777806,0.2042653516475554,0.3764766209760748,0.8648142857142851,2.974481667986421e-05,0.0002671746915891,0.369541025641027,0.000402764425492,0.001329881076716,0.2640784999999992,0.0420599748464011,0.0855150176225391,1.044271666666667,2.081469009796796e-05,0.006932613456127,0.347434999999999,0.0435841327208947,0.6286540708540912,0.0,6.0,6.0,,0.5428571428571429,0.6571428571428573,,0.26570262390670557,0.15617492711370237,,0.9443887269193391,0.43197320265492145,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
LOXL2,FIBROSIS,0.7121525396825383,0.0004731992062402,0.0013961164081089,-0.165595555555555,0.29548560169965,0.4725024072064236,0.8777480952380934,1.4684308142193154e-06,2.8350614248011797e-05,0.3962048717948735,0.00017650006632,0.0006649184281593,0.1957321707317074,1.1277768408244122e-06,1.2305443493780694e-05,0.7160799999999989,0.0023111559723536,0.0442486881859237,0.1724333333333323,0.3522523778795282,0.6839231863329189,0.0,6.0,6.0,,0.6,0.08571428571428573,,0.20799999999999982,0.8717434402332361,,0.9443887269193391,0.9289069445108253,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
VCAM1,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,0.6075920634920653,0.0005199765558114,0.0015135959950038,-0.613305555555554,0.0004254528044109,0.013767524554036,1.2208976190476193,1.1129628984831543e-10,1.0286195876675509e-07,0.3743423076923097,0.0007156447192124,0.0021550864371237,0.8612474390243925,0.0054203534113246,0.0154470169851017,0.8331483333333338,0.0002704409082517,0.0164410759258717,0.3222399999999989,0.1140697583114117,0.6286540708540912,0.0,6.0,6.0,,-0.3142857142857143,0.3142857142857143,,0.5440932944606414,0.5440932944606414,,0.9443887269193391,0.8420491461890878,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
EDN1,ENDOTHELIAL_ACTIVATION,0.6143500000000017,0.0009450779182705,0.0025334280607867,-0.4077383333333317,0.0249222094940658,0.102621213931592,1.0220883333333337,3.5721565442071552e-06,5.5389570561871466e-05,0.3621683333333352,0.0004792559892342,0.0015369644761127,0.5722381219512194,2.695216055191235e-06,2.556104484376124e-05,0.7959983333333334,0.000765504089445,0.0272030561516765,0.6691966666666667,0.0031847933903853,0.6286540708540912,0.0,6.0,6.0,,0.3142857142857143,-0.2571428571428572,,0.5440932944606414,0.6227871720116618,,0.9443887269193391,0.8896959600166597,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PDK1,HYPOXIA,0.5725866666666661,0.0009867408137561,0.0026283006359901,-0.3026750000000007,0.0101430234794457,0.0626257895965923,0.8752616666666668,5.909638716214008e-06,8.014626839834672e-05,0.331598589743591,0.003824033241805,0.0090171768693489,0.1410835853658554,0.005212834095605,0.0149441184294666,0.0361599999999997,0.7887895539098482,0.8524824674218209,-0.2992349999999995,0.3613326750862651,0.6886043267464683,0.0,6.0,6.0,,0.5428571428571429,-0.028571428571428574,,0.26570262390670557,0.9571545189504373,,0.9443887269193391,0.9571545189504373,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
F5,COAGULATION_CASCADE,-0.6648861904761887,0.0012084241858358,0.0031318782481473,-0.4508299999999998,0.0232206097808338,0.0985300448825,-0.2140561904761888,0.1316415034363878,0.213981265116588,-0.3233364102564087,9.15212283908866e-05,0.0003878197946832,-0.4011867195121912,0.0478676977588438,0.0950921707015008,-0.6657099999999989,0.1174137834214729,0.2474076150666751,-0.2304399999999988,0.6669541310793325,0.8436120320107524,0.0,6.0,6.0,,-0.4285714285714286,0.08571428571428573,,0.3965014577259474,0.8717434402332361,,0.9443887269193391,0.9289069445108253,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
LDHA,HYPOXIA,0.3947095238095208,0.0014078721254108,0.0035680629396657,-0.1595999999999993,0.1982510115869478,0.3694402416238727,0.5543095238095201,0.0003322792330321,0.0017786772776295,0.2248128205128231,0.0014574684471237,0.0039376855859949,0.2195915487804889,0.0006730159751242,0.0026433318877121,0.0540399999999987,0.7200732306443529,0.7999891283501745,0.0859749999999985,0.6506496511362707,0.8362637926285543,0.0,6.0,6.0,,-0.14285714285714288,-0.2571428571428572,,0.7871720116618075,0.6227871720116618,,0.9443887269193391,0.8896959600166597,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
F8,COAGULATION_CASCADE,-0.3513460317460328,0.0016778220110896,0.0041565766459851,-0.2182888888888907,0.085230240945661,0.2156421325833234,-0.1330571428571421,0.2342435450454713,0.3358650562847408,-0.1723948717948701,0.001041684303412,0.0029644354729262,-0.0885099268292712,0.6359505287183201,0.7301809649279026,-0.3884699999999998,0.1673100320913529,0.3043627628845339,-0.295045,0.2759647766955307,0.6467368934769229,0.0,6.0,6.0,,-0.6571428571428573,-1.0,,0.15617492711370237,0.0,,0.9443887269193391,0.0,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PLAT,COAGULATION_CASCADE,-0.5150619047619056,0.0018220864856708,0.0044644106777816,-0.3663166666666679,0.0175191951520565,0.0838852856679793,-0.1487452380952376,0.2480287725771208,0.3515635038362791,-0.2491628205128191,0.0020074837902222,0.0051817025638258,-0.5186780487804885,0.0023284056664313,0.0075876974166563,0.3867083333333339,0.1115893836927888,0.2402479209531223,0.2510900000000005,0.2162961718151769,0.6301924800052027,0.0,6.0,6.0,,0.4285714285714286,-0.14285714285714288,,0.3965014577259474,0.7871720116618075,,0.9443887269193391,0.9289069445108253,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CXCL1,MACROPHAGE_RECRUITMENT,1.3262525396825389,0.0036892521068709,0.0082570290739599,-1.5153005555555552,0.0009618627561889,0.0196992702498141,2.841553095238094,8.383389734510494e-10,2.2508091532514666e-07,0.8306975641025653,0.0027448168281504,0.0067735440985365,0.0449644512195126,0.7980671498115581,0.8571860421476629,2.9310205000000003,0.0079227085751428,0.0738956990529239,0.8187099999999998,0.286602499411637,0.6500610589981505,0.0,6.0,6.0,,-0.4285714285714286,0.14285714285714288,,0.3965014577259474,0.7871720116618075,,0.9443887269193391,0.9289069445108253,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CTGF,FIBROSIS;TGF_BETA_SIGNALING,-0.671090476190475,0.005751950027137,0.0121137096845563,-0.6609833333333341,0.0102232756265692,0.0630078763491617,-0.0101071428571408,0.9577663541393068,0.9709893954319256,-0.3105115384615367,0.0059392567573161,0.0131699895290959,-0.4111379268292712,0.0155667595272192,0.0373466836811806,,,,,,,,,,,,,,,,,,,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C6,COMPLEMENT_ACTIVATION,1.011917301587303,0.0066790834501494,0.0137907583422155,0.1024061111111125,0.7663780941825676,0.8583974181825865,0.9095111904761906,0.0029264065862073,0.010201753777805,0.5370011538461551,0.0003373085082122,0.0011481719684253,0.0355994878048777,0.4409726630930647,0.559274707290259,0.6978150000000003,0.0252029064310787,0.1192046131374584,0.0088433333333339,0.978679368855926,0.9912977560656162,0.0,6.0,6.0,,-0.48571428571428577,-0.5428571428571429,,0.3287230320699709,0.26570262390670557,,0.9443887269193391,0.5079608986451724,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ACTA2,FIBROSIS,0.5296793650793656,0.0077384558250367,0.0156386839973202,-0.0410111111111124,0.8219058688582126,0.8952589930903374,0.5706904761904781,0.0008494813499489,0.0037817993041203,0.2883666666666682,0.0007463180765355,0.0022321990442314,0.8158646219512189,2.518080321625721e-05,0.0001647754935823,0.7055116666666663,0.040535312953448,0.1474799770304784,0.5586783333333347,0.0951862913758597,0.6286540708540912,0.0,6.0,6.0,,0.028571428571428574,0.7142857142857143,,0.9571545189504373,0.1107871720116617,,0.9571545189504373,0.3512763990613664,True,prioritized_primary_trend_and_directional_glomerular_consistency,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
COL3A1,FIBROSIS,2.3042539682539704,1.28949050433283e-10,2.128602004999367e-08,0.2984444444444474,0.1243738153483514,0.2736032862796982,2.005809523809523,4.4272232783485675e-10,1.7691390137642666e-07,1.2177948717948737,2.878063048651353e-10,8.073649325866961e-08,,,,1.271188333333333,0.0016579714967151,0.038101713807659,0.535878333333331,0.0986006686056299,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C1R,COMPLEMENT_ACTIVATION,1.8381126984126968,3.50582909483865e-10,3.717314549499016e-08,0.2563222222222219,0.0937255522055265,0.2286972683254135,1.5817904761904753,8.110657042850674e-11,1.0286195876675509e-07,0.9700358974358994,2.6280149235944743e-10,7.785720764159285e-08,-0.0885343536585363,0.4434464729004245,0.5617965593443879,1.429398333333333,1.189889276521858e-05,0.0057174875410691,0.3726000000000002,0.1015485342508244,0.6286540708540912,0.0,6.0,6.0,,0.7714285714285715,0.6571428571428573,,0.07239650145772594,0.15617492711370237,,0.9443887269193391,0.43197320265492145,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ACKR1,ENDOTHELIAL_ACTIVATION,3.1900001587301583,2.231067760450372e-09,1.087534655696118e-07,-0.1077088888888884,0.8263496175285124,0.8978857643855084,3.2977090476190467,0.0001063559690569,0.0007231953368839,1.7259776923076928,3.7215203039770462e-09,3.0482688999054765e-07,,,,3.827136016666667,0.0011728008387874,0.0326016079320635,0.9341408333333336,0.1851929472557482,0.6286540708540912,0.0,6.0,6.0,,0.7714285714285715,0.6571428571428573,,0.07239650145772594,0.15617492711370237,,0.9443887269193391,0.43197320265492145,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
